검진청구항목기준년도,건강검진청구항목코드,건강검진청구항목코드명,건강검진유형구분코드,건강검진유형상세코드
2008,A2101030,(간장질환)총단백정량,(간장질환)총단백정량,A
2008,A2101031,(간장질환)총빌리루빈,(간장질환)총빌리루빈,A
2008,A2101032,(간장질환)알카리포스파타제,(간장질환)알카리포스파타제,A
2008,A2101033,(간장질환)유산탈수효소,(간장질환)유산탈수효소,A
2008,A2101035,(간장질환)B형간염항원,(간장질환)B형간염항원,A
2008,A2101036,(간장질환)B형간염항체,(간장질환)B형간염항체,A
2008,A2101037,(신장질환)요침사현미경RBCWBC,(신장질환)요침사현미경RBCWBC,A
2008,A2101038,(신장질환)요소질소,(신장질환)요소질소,A
2008,A2101039,(신장질환)크레아티닌,(신장질환)크레아티닌,A
2008,A2101040,(신장질환)요산,(신장질환)요산,A
2008,A2101041,(빈혈증)헤마토크리트,(빈혈증)헤마토크리트,A
2008,A2101042,(빈혈증)백혈구수,(빈혈증)백혈구수,A
2008,A2101043,(빈혈증)적혈구수,(빈혈증)적혈구수,A
2008,A2101044,(당뇨질환)식전혈당,(당뇨질환)식전혈당,A
2008,A2101045,(당뇨질환)식후혈당,(당뇨질환)식후혈당,A
2008,A2101046,(간장질환)직접빌리루빈,(간장질환)직접빌리루빈,A
2008,A2101047,(간장질환)C형간염항체(일반),(간장질환)C형간염항체(일반),A
2008,A2101048,(간장질환)C형간염항체(정밀),(간장질환)C형간염항체(정밀),A
2008,B1101001,상담료,상담료,B
2008,B1101002,흉부방사선간촬100mm,흉부방사선간촬100mm,B
2008,B1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,B
2008,B1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,B
2008,B1101005,요검사,요검사,B
2008,B1101006,AST(SGOT),AST(SGOT),B
2008,B1101007,ALT(SGPT),ALT(SGPT),B
2001,A1101001,진찰및상담,진찰및상담,A
2001,A1101002,혈청지오티,혈청지오티,A
2001,A1101003,혈청지피티,혈청지피티,A
2001,A1101004,혈당,혈당,A
2001,A1101005,총콜레스테롤,총콜레스테롤,A
2001,A1101006,감마지티피,감마지티피,A
2001,A1101007,혈색소,혈색소,A
2001,A1101008,요검사,요검사,A
2001,A1101009,심전도검사,심전도검사,A
2001,A1101010,흉부방사선검사,흉부방사선검사,A
2001,A1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,A
2001,A1101012,간염검사,간염검사,A
2001,A2101021,진찰료(재),진찰료(재),A
2001,A2101022,폐결핵및흉부(도말유),폐결핵및흉부(도말유),A
2001,A2101023,폐결핵및흉부(도말무),폐결핵및흉부(도말무),A
2001,A2101024,기타흉부질환,기타흉부질환,A
2001,A2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),A
2001,A2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),A
2001,A2101027,고지혈증,고지혈증,A
2001,A2101028,간장질환(간염포함),간장질환(간염포함),A
2006,B1101002,AST(SGOT),AST(SGOT),B
2006,B1101003,ALT(SGPT),ALT(SGPT),B
2006,B1101004,혈당(식전),혈당(식전),B
2006,B1101005,총콜레스테롤,총콜레스테롤,B
2006,B1101006,감마지티피(r-GTP),감마지티피(r-GTP),B
2006,B1101007,혈색소,혈색소,B
2010,A1102042,촬영및판독료,촬영및판독료,A
2011,A1102044,촬영및판독료,촬영및판독료,A
2011,A1102045,필름14*14,필름14*14,A
2011,A1102046,필름14*17,필름14*17,A
2011,A1102047,CRorDR,CRorDR,A
2011,A1102048,FullPACS,FullPACS,A
2011,D3102049,(위암)촬영및판독료,(위암)촬영및판독료,D
2011,D3102050,(위암)필름료10*12:6매,(위암)필름료10*12:6매,D
2011,D3102051,(위암)바륨액,(위암)바륨액,D
2011,D3102052,(위암)발포과립,(위암)발포과립,D
2010,A1102043,필름14*14,필름14*14,A
2011,D3102053,(위암)CRorDR,(위암)CRorDR,D
2011,D3102054,(위암)FullPACS,(위암)FullPACS,D
2011,D3102055,(위암)검사료,(위암)검사료,D
2011,D3102056,(위암)주사약제(아트로핀),(위암)주사약제(아트로핀),D
2011,D3102057,(위암)주사약제(부스코판),(위암)주사약제(부스코판),D
2011,D3102058,(위암)주사료,(위암)주사료,D
2011,D3102059,(위암)내시경하생검,(위암)내시경하생검,D
2011,D3102060,(위암)병리조직검사1-3개,(위암)병리조직검사1-3개,D
2011,D3102061,(위암)병리조직검사4-6개,(위암)병리조직검사4-6개,D
2011,D3102062,(위암)병리조직검사7-9개,(위암)병리조직검사7-9개,D
2011,D3102063,(위암)병리조직검사10-12개,(위암)병리조직검사10-12개,D
2011,D3102064,(위암)병리조직검사13개이상,(위암)병리조직검사13개이상,D
2011,D3302065,(유방암)촬영및판독료,(유방암)촬영및판독료,D
2011,D3302066,(유방암)필름료(유방전용필름:4매),(유방암)필름료(유방전용필름:4매),D
2011,D3302067,(유방암)CRorDR,(유방암)CRorDR,D
2011,D3302068,(유방암)FullPACS,(유방암)FullPACS,D
2011,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2011,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2011,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2011,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2011,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2011,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2011,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2011,D3202076,(대장암)전처치재료,(대장암)전처치재료,D
2011,D3202077,(대장암)내시경하생검,(대장암)내시경하생검,D
2011,D3202078,(대장암)병리조직검사1-3개,(대장암)병리조직검사1-3개,D
2011,D3202079,(대장암)병리조직검사4-6개,(대장암)병리조직검사4-6개,D
2011,D3202080,(대장암)병리조직검사7-9개,(대장암)병리조직검사7-9개,D
2011,D3202081,(대장암)병리조직검사10-12개,(대장암)병리조직검사10-12개,D
2011,D3202082,(대장암)병리조직검사13개이상,(대장암)병리조직검사13개이상,D
2010,A1102044,필름14*17,필름14*17,A
2010,A1102045,CRorDR,CRorDR,A
2010,A1102046,FullPACS,FullPACS,A
2010,D3102044,(위암)촬영및판독료,(위암)촬영및판독료,D
2001,D9001010,직장경검사,직장경검사,D
2001,D9001011,결직장조직검사,결직장조직검사,D
2001,D9001012,유방단순촬영,유방단순촬영,D
2001,D9001013,유방조직검사,유방조직검사,D
2001,I9001001,간염검사(피보험자),간염검사(피보험자),I
2001,I9001002,간염검사(피부양자),간염검사(피부양자),I
2001,K9001001,1차간염예방접종(피보험자),1차간염예방접종(피보험자),K
2001,K9001002,1차간염예방접종(피부양자),1차간염예방접종(피부양자),K
2001,K9001003,2차간염예방접종(피보험자),2차간염예방접종(피보험자),K
2001,K9001004,2차간염예방접종(피부양자),2차간염예방접종(피부양자),K
2001,K9001005,3차간염예방접종(피보험자),3차간염예방접종(피보험자),K
2001,K9001006,3차간염예방접종(피부양자),3차간염예방접종(피부양자),K
2001,G9001001,결핵균농축도말검사,결핵균농축도말검사,G
2001,G9001002,결핵균배양검사,결핵균배양검사,G
2001,G9001003,약제감수성검사,약제감수성검사,G
2002,A1101001,진찰및상담,진찰및상담,A
2002,A1101002,혈청지오티,혈청지오티,A
2002,A1101003,혈청지피티,혈청지피티,A
2002,A1101004,혈당,혈당,A
2002,A1101005,총콜레스테롤,총콜레스테롤,A
2002,A1101006,감마지티피,감마지티피,A
2006,A2101028,간장질환(간염포함),간장질환(간염포함),A
2006,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2011,D3301040,(유방암)유방촬영(FullPacs),(유방암)유방촬영(FullPacs),D
2009,D3102042,(위암)주사료,(위암)주사료,D
2009,D3102043,(위암)내시경하생검,(위암)내시경하생검,D
2002,B2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),B
2002,B2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),B
2002,B2101027,고지혈증,고지혈증,B
2002,B2101028,간장질환(간염포함),간장질환(간염포함),B
2002,B2101029,간장질환(간염미포함),간장질환(간염미포함),B
2002,B2101030,당뇨질환,당뇨질환,B
2002,B2101031,신장질환,신장질환,B
2002,B2101032,빈혈증,빈혈증,B
2002,B2101033,고혈압당뇨질환동시실시,고혈압당뇨질환동시실시,B
2002,C1101001,구강검사,구강검사,C
2002,D9001001,암진찰및상담,암진찰및상담,D
2002,D9001002,위장조영촬영(위암),위장조영촬영(위암),D
2002,D9001003,상부소화관검사,상부소화관검사,D
2002,D9001004,위조직검사,위조직검사,D
2002,A1101007,혈색소,혈색소,A
2002,D9001005,간초음파검사(간암),간초음파검사(간암),D
2002,D9001006,분변잠혈반응검사(결직장암),분변잠혈반응검사(결직장암),D
2002,D9001007,대장조영촬영,대장조영촬영,D
2002,D9001008,대장경검사,대장경검사,D
2002,D9001009,S상결장경검사,S상결장경검사,D
2002,D9001010,직장경검사,직장경검사,D
2002,D9001011,결직장조직검사,결직장조직검사,D
2002,D9001012,유방단순촬영,유방단순촬영,D
2002,D9001013,유방조직검사,유방조직검사,D
2002,G9001001,결핵균농축도말검사,결핵균농축도말검사,G
2002,G9001002,결핵균배양검사,결핵균배양검사,G
2002,G9001003,약제감수성검사,약제감수성검사,G
2002,H9001001,암진찰및상담,암진찰및상담,H
2002,H9001002,위장조영촬영(위암),위장조영촬영(위암),H
2002,H9001003,상부소화관검사,상부소화관검사,H
2002,H9001004,위조직검사,위조직검사,H
2002,H9001005,간초음파검사(간암),간초음파검사(간암),H
2002,H9001006,분변잠혈반응검사(결직장암),분변잠혈반응검사(결직장암),H
2002,H9001007,대장조영촬영,대장조영촬영,H
2002,H9001008,대장경검사,대장경검사,H
2002,H9001009,S상결장경검사,S상결장경검사,H
2002,H9001010,직장경검사,직장경검사,H
2002,H9001011,결직장조직검사,결직장조직검사,H
2002,H9001012,유방단순촬영,유방단순촬영,H
2002,H9001013,유방조직검사,유방조직검사,H
2003,A1101001,상담료및행정비용,상담료및행정비용,A
2003,A1101002,AST(SGOT),AST(SGOT),A
2003,A1101003,ALT(SGPT),ALT(SGPT),A
2003,A1101004,혈당(식전),혈당(식전),A
2003,A1101005,총콜레스테롤,총콜레스테롤,A
2003,A1101006,감마지티피(r-GTP),감마지티피(r-GTP),A
2003,A1101007,혈색소,혈색소,A
2003,A1101008,요검사,요검사,A
2003,A1101009,심전도검사,심전도검사,A
2003,A1101010,흉부방사선검사(70mm),흉부방사선검사(70mm),A
2003,A1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,A
2003,A1101012,간염검사,간염검사,A
2003,A1101013,흉부방사선검사(100mm),흉부방사선검사(100mm),A
2003,A2101021,상담료및행정비용(2차),상담료및행정비용(2차),A
2003,A2101022,폐결핵및흉부방사선직촬,폐결핵및흉부방사선직촬,A
2003,A2101023,결핵균집균도말검사,결핵균집균도말검사,A
2003,A2101024,기타흉부질환(직촬),기타흉부질환(직촬),A
2003,A2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),A
2003,A2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),A
2003,A2101027,고지혈증,고지혈증,A
2003,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2003,A2101030,당뇨질환,당뇨질환,A
2003,A2101031,신장질환,신장질환,A
2003,A2101032,빈혈증,빈혈증,A
2003,A2101033,정밀안저검사동시실시,정밀안저검사동시실시,A
2003,B1101001,상담료및행정비용,상담료및행정비용,B
2003,B1101002,AST(SGOT),AST(SGOT),B
2003,B1101003,ALT(SGPT),ALT(SGPT),B
2003,B1101004,혈당(식전),혈당(식전),B
2003,B1101005,총콜레스테롤,총콜레스테롤,B
2003,B1101006,감마지티피(r-GTP),감마지티피(r-GTP),B
2003,B1101007,혈색소,혈색소,B
2003,G9001003,결핵균약제감수성검사,결핵균약제감수성검사,G
2003,A2101028,간장질환(간염포함),간장질환(간염포함),A
2003,H9001001,암상담료및행정비용,암상담료및행정비용,H
2003,H9001002,위장조영촬영(위암),위장조영촬영(위암),H
2014,D3302065,(유방암)촬영및판독료,(유방암)촬영및판독료,D
2014,D3302066,(유방암)필름료(유방전용필름:4매),(유방암)필름료(유방전용필름:4매),D
2014,D3302067,(유방암)CRorDR,(유방암)CRorDR,D
2014,D3302068,(유방암)FullPACS,(유방암)FullPACS,D
2014,D3401005,(간암)초음파검사,(간암)초음파검사,D
2014,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2014,D3401015,(간암)혈청알파태아단백(EIA),(간암)혈청알파태아단백(EIA),D
2014,D3401018,(간암)ALT,(간암)ALT,D
2014,D3401019,(간암)B형간염표면항원(일반),(간암)B형간염표면항원(일반),D
2014,D3401020,(간암)C형간염항체(일반),(간암)C형간염항체(일반),D
2014,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2014,D3401025,(간암)B형간염표면항원(EIA),(간암)B형간염표면항원(EIA),D
2014,D3401026,(간암)C형간염항체(EIA),(간암)C형간염항체(EIA),D
2014,D3401041,(간암)혈청알파태아단백(RIA),(간암)혈청알파태아단백(RIA),D
2014,D3401042,(간암)B형간염표면항원(RIA),(간암)B형간염표면항원(RIA),D
2014,D3401043,(간암)C형간염항체(RIA),(간암)C형간염항체(RIA),D
2014,D3401046,(간암)상담료공휴일가산,(간암)상담료공휴일가산,D
2014,D3501017,(자궁암)자궁경부세포검사,(자궁암)자궁경부세포검사,D
2014,D3501024,(자궁암)상담료및행정비용,(자궁암)상담료및행정비용,D
2014,D3501048,(자궁암)상담료공휴일가산,(자궁암)상담료공휴일가산,D
2014,A1101001,상담료,상담료,A
2014,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2014,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2014,A1101005,요검사,요검사,A
2014,A1101006,AST(SGOT),AST(SGOT),A
2014,A1101007,ALT(SGPT),ALT(SGPT),A
2014,A1101008,감마지피티,감마지피티,A
2014,A1101009,혈청크레아티닌,혈청크레아티닌,A
2014,A1101010,총콜레스테롤,총콜레스테롤,A
2014,A1101011,트리글리세라이드,트리글리세라이드,A
2014,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2014,A1101013,혈색소,혈색소,A
2014,A1101014,공복혈당,공복혈당,A
2014,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2014,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2014,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2014,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2001,B1101006,감마지티피,감마지티피,B
2001,B1101007,혈색소,혈색소,B
2001,B1101008,요검사,요검사,B
2001,B1101009,심전도검사,심전도검사,B
2001,B1101010,흉부방사선검사,흉부방사선검사,B
2001,B1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,B
2001,B1101012,간염검사,간염검사,B
2001,B2101021,진찰료(재),진찰료(재),B
2001,B2101022,폐결핵및흉부(도말유),폐결핵및흉부(도말유),B
2001,B2101023,폐결핵및흉부(도말무),폐결핵및흉부(도말무),B
2001,B2101024,기타흉부질환,기타흉부질환,B
2001,B2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),B
